{'title': '恒瑞医药注射用卡瑞利珠单抗主要研究终点结果达到方案预设优效标准', 'label': '1'}
{'title': '东方盛虹前三季度净利润亿元同比增长', 'label': '1'}
{'title': '航天信息前三季度净利润亿元同比增长', 'label': '1'}
{'title': '辽宁成大前三季度净利润亿元同比增长', 'label': '1'}
{'title': '绿色动力拟定增募资不超亿元控股股东将参与认购', 'label': '1'}
{'title': '南方航空拟定增募资不超过亿元用于引进架飞机和偿还公司借款', 'label': '1'}
{'title': '顶固集创拟对亿元收购深圳市凯迪仕智能科技有限公司股权的重组方案进行重大调整月日起停牌', 'label': '1'}
{'title': '中信证券重组无条件过会月日复牌', 'label': '1'}
{'title': '金财互联子公司方欣科技和徐正军的涉案违法事实经江苏证监局调查审理后被认为不成立已结案', 'label': '1'}
{'title': '建设银行拟向独资子公司中国建设银行欧洲增资亿欧元', 'label': '1'}
{'title': '民生银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '申万宏源前三季度净利润亿元同比增长', 'label': '1'}
{'title': '潍柴动力前三季度净利润亿元同比增长', 'label': '1'}
{'title': '美的集团前三季度净利润亿元同比增长', 'label': '1'}
{'title': '徐工机械前三季度净利润亿元同比增长', 'label': '1'}
{'title': '海尔智家前三季度净利润亿元同比增长', 'label': '1'}
{'title': '中国太保前三季度净利润亿元同比增长', 'label': '1'}
{'title': '格力电器前三季度净利润亿元同比增长', 'label': '1'}
{'title': '中联重科前三季度净利润亿元同比增长', 'label': '1'}
{'title': '爱康科技拟亿元现金收购宜则新能源', 'label': '1'}
{'title': '亨通光电拟亿元收购华为海洋股权', 'label': '1'}
{'title': '天瑞仪器拟亿元收购磐合科仪股权', 'label': '1'}
{'title': '大悦城拟转让北京中粮万科股权', 'label': '1'}
{'title': '招商公路前三季度净利润亿元同比增长', 'label': '1'}
{'title': '招商公路拟公开发行不超亿元公司债券', 'label': '1'}
{'title': '康龙化成发行股获证监会核准', 'label': '1'}
{'title': '上海建工拟回购万元亿元股份', 'label': '1'}
{'title': '泰格医药拟约万美元收购日本部分股权拓展亚太区业务', 'label': '1'}
{'title': '达实智能与太一云展开战略合作共建区块链智能物联生态链', 'label': '1'}
{'title': '特变电工拟投资亿元建两个风电项目', 'label': '1'}
{'title': '数码科技中标央视超高清相关改造项目中标金额万元', 'label': '1'}
{'title': '江苏银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '中国国旅前三季度净利润亿元同比增长', 'label': '1'}
{'title': '上海机场前三季度净利润亿元同比增长', 'label': '1'}
{'title': '迈瑞医疗前三季度净利润亿元同比增长', 'label': '1'}
{'title': '山东墨龙子公司寿光懋隆恢复生产', 'label': '1'}
{'title': '开滦股份前三季度净利润亿元同比增长', 'label': '1'}
{'title': '裕同科技拟投亿元建智能包装产业基地', 'label': '1'}
{'title': '洋河股份拟回购亿亿元股份', 'label': '1'}
{'title': '兴业银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '海天味业前三季度净利润亿元同比增长', 'label': '1'}
{'title': '爱尔眼科拟重组收购家眼科医院股权', 'label': '1'}
{'title': '银轮股份拟回购万元亿元股份', 'label': '1'}
{'title': '中信证券亿元收购广州证券股权事项月日上会股票当天停牌', 'label': '1'}
{'title': '比亚迪前三季度净利润亿元同比增长', 'label': '1'}
{'title': '向日葵拟出售向日光电和聚辉新能源股权预计构成重大资产重组', 'label': '1'}
{'title': '金隅集团前三季度净利润亿元同比增长', 'label': '1'}
{'title': '广汽集团三季度净利润润亿元同比增长', 'label': '1'}
{'title': '青岛港前三季度净利润亿元同比上升', 'label': '1'}
{'title': '思创医惠将与百度在医疗创新应用项目领域内开展合作', 'label': '1'}
{'title': '海容冷链拟发行不超亿元可转债', 'label': '1'}
{'title': '鸿合科技拟在蚌埠市投建交互显示产业基地首期投资总额亿元', 'label': '1'}
{'title': '盈峰环境全资子公司长沙中联重科中标深圳市福田区政府环卫项目预计中标金额亿元', 'label': '1'}
{'title': '辰安科技中标智慧安全佛山一期项目中标金额亿元', 'label': '1'}
{'title': '杭州园林联合中标安徽省淮北市杜集区重点采煤沉陷区朔西湖环境治理项目一期总承包项目合同预估价约亿元', 'label': '1'}
{'title': '华侨城前三季度净利润亿元同比增长', 'label': '1'}
{'title': '华能水电前三季度净利润亿元同比增长', 'label': '1'}
{'title': '青岛啤酒前三季度净利润亿元同比增长', 'label': '1'}
{'title': '东方雨虹前三季度净利润亿元同比增长', 'label': '1'}
{'title': '宇通客车前三季度净利润亿元同比增长', 'label': '1'}
{'title': '豫园股份前三季度净利润亿元同比增长', 'label': '1'}
{'title': '老板电器前三季度净利润亿元同比增长', 'label': '1'}
{'title': '上海电力前三季度净利润亿元同比增长', 'label': '1'}
{'title': '东北证券前三季度净利润亿元同比增长', 'label': '1'}
{'title': '荣安地产前三季度净利润亿元同比增长', 'label': '1'}
{'title': '豪迈科技前三季度净利润亿元同比增长', 'label': '1'}
{'title': '燕京啤酒前三季度净利润亿元同比增长', 'label': '1'}
{'title': '江阴银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '北京城建前三季度净利润亿元同比增', 'label': '1'}
{'title': '中国铁建下属联合体中标约亿元工程总承包项目', 'label': '1'}
{'title': '五矿资本前三季度净利润亿元同比增', 'label': '1'}
{'title': '金智科技签署新疆昌吉木垒老君庙风电场二期项目工程总承包合同合同总金额亿元', 'label': '1'}
{'title': '中恒集团控股股东完成增持计划累计耗资亿元', 'label': '1'}
{'title': '汉嘉设计中标两工程项目中标金额合计约亿元', 'label': '1'}
{'title': '华力创通与中南金融学院和东湖金融研究院展开战略合作', 'label': '1'}
{'title': '健康元前三季度净利润亿元同比增', 'label': '1'}
{'title': '网宿科技前三季度净利润亿元同比增', 'label': '1'}
{'title': '神州数码与三星及神州控股达成合作意向', 'label': '1'}
{'title': '东方网力月共计收到政府补助金万元', 'label': '1'}
{'title': '当升科技拟向常州全资子公司增资亿元', 'label': '1'}
{'title': '佳沃股份拟向成都投亿元建加工基地', 'label': '1'}
{'title': '中国神华前三季度净利润亿元同比增', 'label': '1'}
{'title': '桂林旅游拟定增募资不超亿元补血及偿贷', 'label': '1'}
{'title': '同兴达拟定增募资不超亿元投建一项目及补血', 'label': '1'}
{'title': '苏试试验拟发行不超亿元可转债投建一项目及补血', 'label': '1'}
{'title': '安利股份前三季度净利润同比增', 'label': '1'}
{'title': '百润股份前三季度净利润同比增', 'label': '1'}
{'title': '北京君正前三季度净利润同比增', 'label': '1'}
{'title': '传化智联前三季度净利润同比增', 'label': '1'}
{'title': '迪马股份前三季度净利润同比增', 'label': '1'}
{'title': '赣能股份前三季度净利润同比增', 'label': '1'}
{'title': '钢研高纳前三季度净利润同比增', 'label': '1'}
{'title': '硅宝科技前三季度净利润同比增', 'label': '1'}
{'title': '海波重科前三季度净利润同比增', 'label': '1'}
{'title': '海翔药业前三季度净利润同比增', 'label': '1'}
{'title': '华夏航空前三季度净利润同比增', 'label': '1'}
{'title': '金力泰前三季度净利润同比增', 'label': '1'}
{'title': '老凤祥前三季度净利润同比增', 'label': '1'}
{'title': '摩恩电气前三季度净利润同比增', 'label': '1'}
{'title': '太阳电缆前三季度净利润同比增', 'label': '1'}
{'title': '泰格医药前三季度净利润同比增', 'label': '1'}
{'title': '万马股份前三季度净利润同比增', 'label': '1'}
{'title': '星期六前三季度净利润同比增', 'label': '1'}
{'title': '易华录前三季度净利润同比增', 'label': '1'}
{'title': '益生股份前三季度净利润同比增', 'label': '1'}
{'title': '永清环保前三季度净利润同比增', 'label': '1'}
{'title': '浙江众成前三季度净利润同比增', 'label': '1'}
{'title': '中矿资源前三季度净利润同比增', 'label': '1'}
{'title': '佐力药业前三季度净利润同比增', 'label': '1'}
{'title': '华录百纳前三季度业绩同比扭亏净利为万元', 'label': '1'}
{'title': '金莱特前三季度业绩同比扭亏净利为万元', 'label': '1'}
{'title': '天和防务前三季度业绩同比扭亏净利为万元', 'label': '1'}
{'title': '天泽信息前三季度业绩同比扭亏净利为亿元', 'label': '1'}
{'title': '易联众前三季度业绩同比扭亏净利为万元', 'label': '1'}
{'title': '运达股份前三季度业绩同比扭亏净利为万元', 'label': '1'}
{'title': '浙江永强前三季度业绩同比扭亏净利为亿元', 'label': '1'}
{'title': '集成前三季度业绩同比扭亏净利为亿元', 'label': '1'}
{'title': '盐田港拟配股募资不超亿元投建两项目', 'label': '1'}
{'title': '民生银行非公开发行不超亿股优先股', 'label': '1'}
{'title': '三晖电气股东君润恒旭不超过的股份减持计划已期满期间未减持公司股份', 'label': '1'}
{'title': '英派斯拟亿元投建青岛英派斯体育产业园项目', 'label': '1'}
{'title': '德展健康拟亿元增资北京东方略布局肿瘤创新药领域', 'label': '1'}
{'title': '湖南海利拟设全资子公司宁夏海利注册资本亿元', 'label': '1'}
{'title': '东珠生态签下亿元总承包合同', 'label': '1'}
{'title': '云天化子公司拟公开挂牌出售房屋套', 'label': '1'}
{'title': '华天酒店拟转让全资子公司股权及相关债权转让总价不低于评估价万元', 'label': '1'}
{'title': '八一钢铁月建材和板材销量均同比微增', 'label': '1'}
{'title': '江苏吴中月医药业务收入亿元同比增', 'label': '1'}
{'title': '出版传媒月获政府补助万元', 'label': '1'}
{'title': '镇海股份石油化工项目硫磺回收联合装置总承包项目投料开车', 'label': '1'}
{'title': '工商银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '交通银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '江苏国信前三季度净利润亿元同比增长', 'label': '1'}
{'title': '山西汾酒前三季度净利润亿元同比增长', 'label': '1'}
{'title': '常熟银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '爱尔眼科前三季度净利润亿元同比增长', 'label': '1'}
{'title': '晨光文具前三季度净利润亿元同比增长', 'label': '1'}
{'title': '顺鑫农业前三季度净利润亿元同比增长', 'label': '1'}
{'title': '老白干酒前三季度净利润亿元同比增长', 'label': '1'}
{'title': '中国建筑前三季度净利润亿元同比增长', 'label': '1'}
{'title': '优博讯中标农业银行传统有线及智能手持设备入围项目', 'label': '1'}
{'title': '凤凰光学拟现金收购浙江海康科技有限公司拥有的智能控制器业务相关经营性资产及负债', 'label': '1'}
{'title': '天齐锂业拟将年产万吨电池级单水氢氧化锂项目的投资总额由亿澳元调整至亿澳元折合人民币约亿元', 'label': '1'}
{'title': '视源股份前三季度净利润亿元同比增长', 'label': '1'}
{'title': '航天通信拟公开挂牌捆绑转让优能科技和优能系统各股权', 'label': '1'}
{'title': '航天通信拟挂牌转让航天云网股权底价不低于万元', 'label': '1'}
{'title': '中船科技中国动力中船防务中国船舶工业集团有限公司与中国船舶重工集团有限公司联合重组获得批准', 'label': '1'}
{'title': '泰禾集团前三季度净利润亿元同比增', 'label': '1'}
{'title': '华软科技拟收购奥得赛化学股权月日起停牌', 'label': '1'}
{'title': '云南白药拟亿元认购中国抗体首次公开发行股份', 'label': '1'}
{'title': '三超新材拟公开发行不超亿元可转债', 'label': '1'}
{'title': '重庆港九重组获证监会无条件通过月日复牌', 'label': '1'}
{'title': '国城矿业拟公开发行不超亿元可转债', 'label': '1'}
{'title': '宋都股份拟回购亿元亿元股份', 'label': '1'}
{'title': '华夏幸福股股东及一致行动人拟增持股份', 'label': '1'}
{'title': '交通银行社保基金会未减持公司股份', 'label': '1'}
{'title': '中国中铁拟年内向贵州投资不少于亿元', 'label': '1'}
{'title': '中国铁建联合签下泰国约亿元人民币项目', 'label': '1'}
{'title': '积成电子中标国家电网万元项目', 'label': '1'}
{'title': '新日股份拟投资亿元建温州工厂年产万辆电动摩托车一期项目', 'label': '1'}
{'title': '中国平安前三季度净利润亿元同比增长', 'label': '1'}
{'title': '万科前三季度净利润亿元同比增长', 'label': '1'}
{'title': '绿地控股前三季度净利润亿元同比增长', 'label': '1'}
{'title': '中油资本前三季度净利润亿元同比增长', 'label': '1'}
{'title': '荣盛发展前三季度净利润亿元同比增长', 'label': '1'}
{'title': '华新水泥前三季度净利润亿元同比增长', 'label': '1'}
{'title': '恒瑞医药前三季度净利润亿元同比增长', 'label': '1'}
{'title': '蓝光发展前三季度净利润亿元同比增长', 'label': '1'}
{'title': '华电国际前三季度净利润亿元同比增长', 'label': '1'}
{'title': '汇顶科技前三季度净利润亿元同比增长', 'label': '1'}
{'title': '杭州银行前三季度净利润亿元同比增长', 'label': '1'}
{'title': '通威股份前三季度净利润亿元同比增长', 'label': '1'}
{'title': '酒钢宏兴前三季度净利润亿元同比增长', 'label': '1'}
{'title': '江中药业前三季度净利润亿元同比增长', 'label': '1'}
{'title': '科创新源拟亿元收购东创精密股权完善产业布局', 'label': '1'}
{'title': '金宇车城拟收购家公司股权月日起停牌', 'label': '1'}
{'title': '易联众拟亿元转让厦门全资子公司股权', 'label': '1'}
{'title': '思创医惠前月收到政府补助万元', 'label': '1'}
{'title': '宝钢包装拟发行股份收购河北制罐武汉包装佛山制罐及哈尔滨制罐各股权月日复牌', 'label': '1'}
{'title': '隆基股份拟发行不超亿元可转债用于西安泾渭新城年产单晶电池等项目', 'label': '1'}
{'title': '中铝国际联合中标印度尼西亚年产万吨可扩展冶金级氧化铝项目总价折合人民币约亿元', 'label': '1'}
{'title': '安徽建工联合中标安庆市公路改建工程项目中标价亿元', 'label': '1'}
{'title': '中恒电气全资子公司中恒云能源与临海电力签下战略合作协议双方在临海区域内成为泛在电力物联与综合能源业务合作伙伴', 'label': '1'}
{'title': '用友网络拟与控股子公司用友幸福投资发起设立创新投资基金公司认缴亿元合伙份额占股', 'label': '1'}
{'title': '葛洲坝全资子公司葛洲坝公路拟挂牌转让大广北高速股权', 'label': '1'}
{'title': '南大光电拟投资亿元在开发高端集成电路制造用各种先进光刻胶材料以及配套原材料和底部抗反射层等高纯配套材料', 'label': '1'}
{'title': '中欣氟材全资子公司高宝矿业拟投资亿元建设年产万吨含氟精细化学品系列项目', 'label': '1'}
{'title': '欧菲光拟携手子公司欧菲光科技等合计向安徽精卓增资亿元后续将适时引入战略投资者', 'label': '1'}
{'title': '风范股份中标国家电网亿元采购项目', 'label': '1'}
{'title': '新文化与上海碧虎网络签订战略合作框架协议双方将共同打造新的传播联合载体', 'label': '1'}
{'title': '长春高新前三季度净利润亿元同比增', 'label': '1'}
{'title': '恒力石化前三季度净利润亿元同比增', 'label': '1'}
{'title': '华西证券前三季度净利润亿元同比增', 'label': '1'}
{'title': '重庆啤酒前三季度净利润亿元同比增', 'label': '1'}
{'title': '哈投股份前三季度净利润亿元上年同期亏损亿元', 'label': '1'}
{'title': '上海银行发行不超亿元二级资本债获央行同意', 'label': '1'}
{'title': '太安堂自然人欧明媚受让公司股权', 'label': '1'}
{'title': '中成股份拟亿元公开挂牌出售北京房产', 'label': '1'}
{'title': '温氏股份拟亿元收购京海禽业股权', 'label': '1'}
{'title': '汇金通中标国家电网万元采购项目', 'label': '1'}
{'title': '迦南科技拟设立两家南京孙公司注册资本均万元', 'label': '1'}
{'title': '旺能环境拟亿元设两家全资子公司', 'label': '1'}
{'title': '硕贝德拟设立全资子公司广州硕贝德', 'label': '1'}
{'title': '中材科技拟设立合资公司中材大连', 'label': '1'}
{'title': '中材科技全资子公司拟投逾亿元建两条生产线', 'label': '1'}
{'title': '深康佳拟挂牌转让控股子公司海门康建股权预计挂牌价格亿元', 'label': '1'}
{'title': '汉邦高科与金运激光签订战略合作协议', 'label': '1'}
{'title': '海螺水泥前三季度净利润亿元同比增', 'label': '1'}
{'title': '紫金银行前三季度净利润亿元同比增', 'label': '1'}
{'title': '招商蛇口中航善达购买招商物业股权事项无条件过会', 'label': '1'}
{'title': '华天酒店拟挂牌转让全资子公司湖北华天股权', 'label': '1'}
{'title': '爱尔眼科拟收购三家公司股权月日起停牌', 'label': '1'}
{'title': '安恒信息鸿泉物联卓越新能中国电器普门科技联瑞新材三达膜等家公司在科创板注册生效', 'label': '1'}
{'title': '京东方发行不超亿元可续期公司债获证监会核准', 'label': '1'}
{'title': '武汉中商重组居然之家获证监会审核通过', 'label': '1'}
{'title': '京蓝科技联合中标亿元中国锦鲤文旅小镇项目', 'label': '1'}
{'title': '韩建河山预中标亿元项目', 'label': '1'}
{'title': '国电南瑞拟与国家电网下属科研单位共同投设南瑞联研功率半导体公司', 'label': '1'}
{'title': '奥赛康子公司签署技术开发合同', 'label': '1'}
{'title': '宏达新材将现金收购上海观峰信息科技有限公司股权', 'label': '1'}
{'title': '长春高新与美国公司共同投资设立呼吸道合胞病毒疫苗项目合资公司', 'label': '1'}
{'title': '汤臣倍健与中国科学院上海生科院共建营养与抗衰老研究中心', 'label': '1'}
{'title': '中国电建前三季度新签合同总额亿元同比增', 'label': '1'}
{'title': '中信银行前三季度净利润亿元同比增', 'label': '1'}
{'title': '南极电商前三季度净利润亿元同比升', 'label': '1'}
{'title': '潍柴动力拟向全体股东每股派元现金含税', 'label': '1'}
{'title': '洽洽食品前三季度净利润同比增陆股通增持', 'label': '1'}
{'title': '佳都科技前三季度净利润亿元同比增逾倍', 'label': '1'}
{'title': '复星医药控股子公司获临床试验通知书', 'label': '1'}
{'title': '攀钢钒钛拟购买西昌钢钒钒制品分公司整体经营性资产及负债', 'label': '1'}
{'title': '龙元建设联合预中标亿元项目', 'label': '1'}
{'title': '网宿科技董事长拟不超万股换购富国科技', 'label': '1'}
{'title': '新开源实控人等股东拟将合计约股份进行表决权委托', 'label': '1'}
{'title': '三联虹普子公司与华为签订战略合作协议', 'label': '1'}
{'title': '东山精密拟定增募资不超过亿元', 'label': '1'}
{'title': '宝钛股份拟定增募资不超过亿元加码主业', 'label': '1'}
{'title': '武汉中商重组上会月日起停牌', 'label': '1'}
{'title': '北斗星通拟亿元参设高精尖产业发展基金', 'label': '1'}
{'title': '科森科技拟向特丽亮增资亿元获股权', 'label': '1'}
{'title': '龙洲股份孙公司签下总计亿元纯电动车辆采购合同', 'label': '1'}
{'title': '海油工程与沙特公司签下总计约亿美合同', 'label': '1'}
{'title': '中曼石油香港全资子公司签下约万美元合同', 'label': '1'}
{'title': '腾达建设中标亿元工程施工项目', 'label': '1'}
{'title': '傲农生物与孔令龙就生猪养殖等达成合作意向', 'label': '1'}
{'title': '好想你与普洛斯投资签署合作框架协议', 'label': '1'}
{'title': '梦网集团与华为签订合作协议', 'label': '1'}
{'title': '西部创业全资子公司宁东铁路计划购置辆底开门车和辆敞车合计金额不超过万元', 'label': '1'}
{'title': '凯撒文化与上海交大签订合作协议', 'label': '1'}
{'title': '万隆光电子公司万元参设产业投资基金重点关注及物联网等领域', 'label': '1'}
{'title': '上海机场月旅客吞吐量同比增', 'label': '1'}
{'title': '东方航空月客运运力投入同比上升', 'label': '1'}
{'title': '中国核电漳州核电号机组正式开工建设', 'label': '1'}
{'title': '新日股份子公司广东新日电动车有限责任公司获得摩托车生产资质', 'label': '1'}
{'title': '海南瑞泽全资子公司中标万元项目', 'label': '1'}
{'title': '海航控股拟向海航航空集团转让天津航空股权交易金额亿元', 'label': '1'}
{'title': '中石科技拟定增募资不超亿元投资项目及补血', 'label': '1'}
{'title': '新文化拟设立浙江全资子公司注册资本亿元', 'label': '1'}
{'title': '北部湾港拟亿元收购北港集团旗下港口业务', 'label': '1'}
{'title': '招商证券披露员工持股计划本计划参与对象总人数不超过人认购金额合计不超过亿元', 'label': '1'}
{'title': '达华智能上修业绩预告前三季度预盈亿亿元', 'label': '1'}
{'title': '江淮汽车预计三季度净利增长约', 'label': '1'}
{'title': '华海药业前三季度业绩预增', 'label': '1'}
{'title': '西部证券预计前三季度净利增长', 'label': '1'}
{'title': '岩石控股股东及一致行动人增持计划完成累计增持股份', 'label': '1'}
{'title': '大烨智能通产丽星中航善达和嘉麟杰重组近日上会当日停牌', 'label': '1'}
{'title': '奥拓电子拟定增募资不超亿元投资项目及补血', 'label': '1'}
{'title': '国元证券拟配股募资不超亿元加码主业等', 'label': '1'}
{'title': '中钨高新非公开发行不超过亿股新股获证监会核准', 'label': '1'}
{'title': '隆基股份拟投资亿元建设滁州二期年产单晶组件项目', 'label': '1'}
{'title': '兰州民百拟约亿元出售上海永菱股权', 'label': '1'}
{'title': '中国中冶月新签合同亿元同比增', 'label': '1'}
{'title': '富煌钢构月新签销售合同额约亿元同比增', 'label': '1'}
{'title': '格力地产前三季度净利润亿元同比增', 'label': '1'}
{'title': '国信证券前三季度净利预增', 'label': '1'}
{'title': '深圳能源预计前三季度净利润同比增', 'label': '1'}
{'title': '东方财富预计前三季度实现净利润同比增', 'label': '1'}
{'title': '同花顺预计前三季度净利润同比增', 'label': '1'}
{'title': '平高电气预计前三季度净利预同比增逾倍赚亿元左右', 'label': '1'}
{'title': '中国化学子公司签署俄罗斯合同总金额不超过亿欧元', 'label': '1'}
{'title': '恒天海龙温州康南科技竞得公司亿股过户完成后将成为公司第一大股东', 'label': '1'}
{'title': '大众公用南通多区管道天然气价格上调利好公司业绩', 'label': '1'}
{'title': '舍得酒业非公开发行股票获得证监会核准批复', 'label': '1'}
{'title': '渤海汽车非公开发行股票申请获得证监会审核通过', 'label': '1'}
{'title': '康达月日开市起复牌并撤销退市风险警示股票简称变更为康达尔', 'label': '1'}
{'title': '华铁股份拟亿元收购山东嘉泰股权', 'label': '1'}
{'title': '中牧股份经农业农村部审查准予公司兰州生物药厂生产口蹄疫型型二价蛋白表位缺失灭活疫苗株株', 'label': '1'}
{'title': '金溢科技订单成倍增长三季度预盈超亿元同比增超倍', 'label': '1'}
{'title': '迈瑞医疗预计前三季度净利润同比增长', 'label': '1'}
{'title': '卓胜微预计前三季度净利润同比增长倍倍', 'label': '1'}
{'title': '裕兴股份预计前三季度净利润同比增长', 'label': '1'}
{'title': '华工科技预计前三季度净利润同比增长', 'label': '1'}
{'title': '国投资本拟发行不超亿元可转债增资子公司安信证券', 'label': '1'}
{'title': '深天马拟发行不超亿元公司债', 'label': '1'}
{'title': '云南白药拟推万股员工持股计划', 'label': '1'}
{'title': '时代出版拟不超亿元参设青松四期基金', 'label': '1'}
{'title': '南洋股份拟万元设成都全资重孙公司开拓西南网络安全业务市场', 'label': '1'}
{'title': '九洲电气个中标项目获黑龙江发改委批准', 'label': '1'}
{'title': '合众思壮子公司合众鼎新与山推股份展开战略合作', 'label': '1'}
{'title': '腾达建设中标上海万元项目', 'label': '1'}
{'title': '天茂集团子公司国华人寿月保费收入约亿元', 'label': '1'}
{'title': '北汽蓝谷子公司北京新能源汽车月销量同比增', 'label': '1'}
{'title': '桂东电力前三季度售电量亿千瓦时同比增', 'label': '1'}
{'title': '亚星客车月销售客车辆同比增', 'label': '1'}
{'title': '新希望预计前三季度净利润同比增', 'label': '1'}
{'title': '金岭矿业预计前三季度净利润同比增', 'label': '1'}
{'title': '花园生物预计前三季度净利润同比增', 'label': '1'}
{'title': '首开股份前三季度签约金额亿元同比增', 'label': '1'}
{'title': '钱江摩托前三季度净利增', 'label': '1'}
{'title': '正邦科技预计前三季度净利润同比增', 'label': '1'}
{'title': '博汇纸业获宁波亚洲纸管纸箱有限公司举牌', 'label': '1'}
{'title': '岭南股份中标安徽全椒县约亿元项目', 'label': '1'}
{'title': '古鳌科技中标交行出纳机具采购项目', 'label': '1'}
{'title': '鹏鹞环保成为哈尔滨亿元采购项目成交供应商', 'label': '1'}
{'title': '华能水电前三季度发电量同比增', 'label': '1'}
{'title': '天康生物月生猪销量和收入同比双增', 'label': '1'}
{'title': '哈投股份三季度发电量同比增', 'label': '1'}
{'title': '中通客车客车销量同比增', 'label': '1'}
{'title': '祁连山预计前三季度净利润同比增左右', 'label': '1'}
{'title': '韶能股份前三季净利预增', 'label': '1'}
{'title': '高鸿股份收到全资子公司高鸿鼎恒和高鸿软件的现金分红共计万元', 'label': '1'}
{'title': '上海电力公司控股投资土耳其电厂厂址被官方批准为特别工业区', 'label': '1'}
{'title': '永和智控实控人变更为曹德莅', 'label': '1'}
{'title': '雷科防务购买西安恒达和江苏恒达股权事项获证监会有条件通过', 'label': '1'}
{'title': '杰瑞股份预计前三季度净利润同比增', 'label': '1'}
{'title': '东南预计前三季度净利润同比增长倍倍', 'label': '1'}
{'title': '凯发电气子公司签下万欧元产品销售合同', 'label': '1'}
{'title': '正邦科技月累计生猪销售收入亿元同比增', 'label': '1'}
{'title': '新希望月生猪销售收入亿元同比增', 'label': '1'}
{'title': '环旭电子月合并营业收入亿元同比增', 'label': '1'}
{'title': '世嘉科技预计前三季度净利润同比增倍', 'label': '1'}
{'title': '温氏股份预计前三季度净利润同比增', 'label': '1'}
{'title': '悦心健康预计前三季度净利润同比增', 'label': '1'}
{'title': '湖南发展预计前三季度净利润同比增', 'label': '1'}
{'title': '浩云科技预计前三季度净利润同比增', 'label': '1'}
{'title': '东宝生物成功开发出新产品复配骨胶原', 'label': '1'}
{'title': '天业与银泰置地展开战略合作', 'label': '1'}
{'title': '冀东水泥预计前三季度净利润亿亿元同比增', 'label': '1'}
{'title': '华创阳安拟回购亿元亿元股份', 'label': '1'}
{'title': '威华股份重组有条件过会月日复牌', 'label': '1'}
{'title': '大北农月生猪销售收入亿元同比增', 'label': '1'}
{'title': '四维图新收到万元增值税退税款及政府补助', 'label': '1'}
{'title': '腾邦国际亿元票款欠款已全部还清', 'label': '1'}
{'title': '招商蛇口月签约销售金额亿元同比增', 'label': '1'}
{'title': '世纪华通与咪咕在游戏等方面展开战略合作', 'label': '1'}
{'title': '奥士康前三季度净利润亿元同比增', 'label': '1'}
{'title': '上海沪工拟发行不超亿元可转债投资两项目及补血', 'label': '1'}
{'title': '国电南瑞发行不超亿元公司债获证监会核准', 'label': '1'}
{'title': '武汉中商向证监会申请恢复审查公司重组事项', 'label': '1'}
{'title': '威华股份和赤峰黄金重组月日上会当日起停牌', 'label': '1'}
{'title': '兰生股份拟兰生轻工股权置换会展集团股权月日复牌', 'label': '1'}
{'title': '淮河能源拟吸收合并淮南矿业月日起停牌', 'label': '1'}
{'title': '神剑股份已累计回购股份耗资万元', 'label': '1'}
{'title': '包钢股份与首批投资人签署协议推进债转股实施', 'label': '1'}
{'title': '方正电机拟亿元设宜城全资子公司研发汽车雨刮器总成等', 'label': '1'}
{'title': '国投电力拟挂牌转让家子公司股权挂牌总价不低于亿元', 'label': '1'}
{'title': '京蓝科技子公司联合中标逾亿元项目', 'label': '1'}
{'title': '东珠生态预中标山东高密亿元总承包项目', 'label': '1'}
{'title': '淳中科技拟万元设合肥全资子公司主营集成电路设计', 'label': '1'}
{'title': '森霸传感拟设香港全资子公司不超万美元收购阿尔法股权', 'label': '1'}
{'title': '中恒电气中标国恒第三代交流充电桩招标项目', 'label': '1'}
{'title': '张江高科子公司拟亿元增资华勤通讯', 'label': '1'}
{'title': '鸿路钢构月累计新签销售合同额约亿元', 'label': '1'}
{'title': '中通客车月销量同比增', 'label': '1'}
{'title': '白云机场月旅客吞吐量和货邮吞吐量均同比微增', 'label': '1'}
{'title': '傲农生物月销售生猪万头同比增', 'label': '1'}
{'title': '益生股份预计前三季度净利润同比增', 'label': '1'}
{'title': '苏博特预计前三季度净利润同比增', 'label': '1'}
{'title': '法兰泰克预计前三季度净利润同比增', 'label': '1'}
{'title': '永高股份预计前三季度净利润同比增', 'label': '1'}
{'title': '深天马厦门全资子公司收到亿元政府补助', 'label': '1'}
{'title': '金圆股份月旗下家子公司合计收到政府补助万元', 'label': '1'}
{'title': '贵绳股份月日至今累计收到政府补助万元', 'label': '1'}
{'title': '东软集团月日日累计收到政府补助万元', 'label': '1'}
{'title': '德威新材获得财政补助万元', 'label': '1'}
{'title': '三全食品月至月共计收到政府补助万元', 'label': '1'}
{'title': '恒锋工具公司被认定为国家技术创新示范企业', 'label': '1'}
{'title': '亚太股份成为奇瑞新能源新产品定点供应商', 'label': '1'}
{'title': '隆盛科技成为博世天然气喷射系统项目定点供应商', 'label': '1'}
{'title': '新金路子公司岷江电化产品及生产原材料已全面恢复生产', 'label': '1'}
